5.9009e-007,0.64217,3.2505e-007,0.056005,0.42947,0.25652,0.0098968,1.6894e-006,0.013146,0.098294,0.69591,0.36682,0.24332,3.1399e-007,4.3405e-007,0.26682
2.1348e-007,0.02956,0.19063,0.00022873,0.059521,4.2449e-006,0.1275,9.7552e-007,0.00961,1.4616e-006,6.2603e-006,0.10728,0.04178,0.2666,4.0044e-007,4.3148e-007
0.057433,0.0050337,1.5356e-007,0.010416,0.0065215,1.0459e-006,2.7402e-006,9.8784e-007,4.604e-007,0.0097613,3.3682e-007,1.3634e-006,0.017428,0.0045554,3.6181e-007,2.8884e-007
0.037694,0.022045,6.8608e-005,0.041829,0.011732,0.016189,0.037402,1.153e-006,3.7398e-007,0.040561,3.5211e-007,1.6443e-006,0.024612,9.1182e-007,0.063719,6.126e-007
0.029135,0.0014268,1.1944e-007,1.1905e-006,0.018655,0.1299,1.5051e-006,0.032019,0.021771,3.3894e-006,0.044908,1.5815e-006,0.035445,2.7676e-007,0.10902,0.096317
4.1825e-007,2.0482e-007,0.30767,6.7089e-007,0.00037607,0.2221,2.8156e-006,2.6341e-006,0.47817,1.6246e-006,1.0408e-006,1.7446e-006,0.016024,0.13487,0.0028073,0.26246
0.02159,0.0058912,1.5433e-007,0.048854,0.015222,0.00016319,0.034904,0.041886,0.0019649,5.9072e-007,0.048159,1.6996e-006,0.023771,0.00098854,0.023398,3.9287e-007
0.02038,0.0033738,1.8542e-007,2.4227e-005,0.013012,0.045027,4.6912e-006,1.4422e-006,0.054568,6.9804e-005,6.43e-007,2.1338e-006,0.026474,2.0796e-006,0.025717,0.1119
0.33038,1.2275e-007,0.021543,2.7581e-007,0.070637,3.4786e-007,1.0209e-006,1.679e-006,3.9433e-007,0.31599,3.5806e-007,1.2879e-006,0.083432,3.4973e-007,2.0905e-007,0.071027
3.2416e-006,0.00094192,0.14699,3.2308e-006,0.021357,0.068303,4.2488e-006,0.035212,0.0065784,0.023703,6.1166e-007,0.13011,0.00094533,0.33656,1.6617e-005,7.2737e-007
0.0053852,1.1181e-007,1.2739e-007,0.0018322,0.0038183,1.4744e-006,1.149e-006,1.1219e-006,2.8696e-007,5.4482e-007,2.59e-007,1.3053e-006,0.001504,2.2169e-007,1.9428e-007,2.8525e-007
0.0051279,0.0018854,1.4451e-007,0.0031158,0.0079735,0.0099341,3.0851e-006,0.13005,0.024876,6.4352e-007,4.3072e-007,0.02371,0.01936,0.0010876,0.015405,0.043652
0.088148,1.5512e-007,1.7519e-007,0.01418,0.023535,8.5208e-007,0.2756,0.39078,0.015795,0.09746,7.294e-007,1.3355e-006,0.08014,3.8936e-007,0.050499,0.034573
0.037372,0.0036588,2.1224e-007,0.078748,0.0069781,2.0846e-006,0.0073854,3.9602e-005,3.4406e-007,7.5362e-007,0.0024779,1.3692e-006,0.045301,2.1665e-007,0.020442,3.4765e-007
0.023967,9.243e-005,1.177e-007,0.23621,0.01161,0.086765,3.1562e-006,7.4097e-006,2.5593e-006,0.094721,0.052114,1.5401e-006,0.0012293,6.851e-007,0.27614,2.5926e-006
8.0176e-007,1.5905e-007,0.25535,2.2536e-005,0.038932,3.21e-006,0.16588,5.9657e-006,0.032237,0.030091,0.0055102,0.36453,0.052351,0.15622,5.0846e-006,4.2562e-007
0.018999,0.017215,1.5437e-007,0.0091386,0.019212,2.1826e-006,0.059233,0.03487,0.0041823,0.008685,0.00027779,1.4685e-006,0.034596,1.4386e-006,0.0057195,3.3309e-007
0.0095568,1.0712e-007,1.4081e-007,2.6099e-007,0.0011823,2.515e-007,0.040815,9.0587e-007,1.251e-006,6.9025e-007,2.9872e-007,1.6159e-006,0.0099435,2.4541e-007,1.9563e-007,2.8571e-007
0.061003,0.0055355,2.6233e-005,0.23903,0.014049,0.015804,1.9275e-006,0.097787,1.4753e-006,0.17429,0.050562,1.3259e-006,0.02941,0.0036957,0.11614,3.1275e-007
0.065717,0.050884,1.3833e-007,0.061278,0.071587,0.0538,0.014505,0.07258,0.046288,2.9547e-005,0.058196,2.8453e-006,0.072179,3.6635e-007,0.12153,0.04688
0.086388,0.18901,1.3717e-007,0.072655,0.10631,0.076543,0.059006,0.031637,0.18176,0.021455,0.0090927,1.6937e-006,0.038333,3.6278e-007,0.13081,0.022553
1.6786e-007,0.0011747,0.06949,0.054103,0.008536,5.5146e-007,0.15641,0.11021,0.021599,0.020688,1.0354e-006,2.3053e-006,0.014799,0.095426,0.00098285,3.5024e-006
0.012518,2.7704e-007,1.2036e-007,0.022849,0.0025375,0.0019121,1.087e-006,0.0088091,3.858e-007,0.046939,3.2974e-007,1.287e-006,0.016348,2.1979e-007,0.013234,3.0511e-007
0.067521,0.020101,1.2877e-007,0.025304,0.023042,5.98e-007,0.011438,9.3568e-007,5.6714e-007,0.0096831,0.028047,1.4398e-006,0.06916,4.4762e-006,0.0029169,2.9402e-007
1.4811e-007,1.3802e-007,1.1179e-007,0.005592,1.6946e-007,1.7645e-007,1.306e-006,8.6942e-007,3.1405e-007,6.5671e-007,3.2525e-005,0.0075206,2.2247e-007,2.0664e-007,0.0058859,3.3711e-007
0.021684,1.1429e-006,0.0082322,0.014852,0.014192,0.017024,1.0293e-006,0.014088,0.083309,6.7495e-005,0.0046967,1.8137e-006,0.00030069,2.6964e-007,0.015612,0.043801
1.4893e-007,1.2917e-007,1.0689e-007,0.0037324,1.6699e-007,1.706e-007,9.3998e-007,8.6787e-007,0.0041428,0.007507,2.8505e-007,1.1127e-006,0.001811,2.3656e-007,2.5466e-007,2.853e-007
